author/repo,name,url,language,license,size
spacemacs/extensions/awk-ward.el.bak,awk-ward.el,https://gitlab.com/kisaragi-hiu/awk-ward.el,Elisp,MIT,9.51 KiB
spacemacs/extensions/bannedit,bannedit,https://github.com/ksafford/bannedit,Elisp,GPL-3.0-only,4.84 MiB
spacemacs/extensions/bufler.el,bufler.el,https://github.com/alphapapa/bufler.el,Sh,GPL-3.0-only,428.29 KiB
spacemacs/extensions/calibre-query.el,calibre-query.el,https://github.com/whacked/calibre-query.el,Elisp,GPL-3.0-only,55.67 KiB
spacemacs/extensions/company-lsp,company-lsp,https://github.com/tigersoldier/company-lsp,Elisp,GPL-3.0-only,131.10 KiB
spacemacs/extensions/company-tabnine,company-tabnine,https://github.com/TommyX12/company-tabnine,Elisp,MIT,74.55 KiB
spacemacs/extensions/dash.el,dash.el,https://github.com/magnars/dash.el,Elisp,GPL-3.0-only,575.33 KiB
spacemacs/extensions/dogears.el,dogears.el,https://github.com/alphapapa/dogears.el,Sh,GPL-3.0-only,386.94 KiB
spacemacs/extensions/emacs-crossword,emacs-crossword,https://github.com/Boruch-Baum/emacs-crossword,Elisp,GPL-3.0-only,148.64 KiB
spacemacs/extensions/emacs-format-all-the-code,emacs-format-all-the-code,https://github.com/lassik/emacs-format-all-the-code,Elisp,MIT,57.80 KiB
spacemacs/extensions/emacs-piper,emacs-piper,https://gitlab.com/howardabrams/emacs-piper/,Elisp,GPL-3.0-only,12.46 MiB
spacemacs/extensions/emacs-tree-sitter,emacs-tree-sitter,https://github.com/ubolonton/emacs-tree-sitter,Css,MIT,894.50 KiB
spacemacs/extensions/emacs-yamlmod,emacs-yamlmod,https://github.com/perfectayush/emacs-yamlmod,Rust,MIT,8.12 KiB
spacemacs/extensions/ement.el,ement.el,https://github.com/alphapapa/ement.el,Elisp,GPL-3.0-only,956.94 KiB
spacemacs/extensions/eterm-256color,eterm-256color,https://github.com/dieggsy/eterm-256color,Elisp,GPL-3.0-only,53.46 KiB
spacemacs/extensions/evil,evil,https://github.com/emacs-evil/evil,Elisp,GPL-3.0-only,1.83 MiB
spacemacs/extensions/exec-path-from-shell,exec-path-from-shell,https://github.com/purcell/exec-path-from-shell,Elisp,GPL-3.0-only,48.19 KiB
spacemacs/extensions/flymake-racket,flymake-racket,https://github.com/jojojames/flymake-racket,Elisp,GPL-3.0-only,781.22 KiB
spacemacs/extensions/gitlab-ci-mode,gitlab-ci-mode,git@gitlab.com:joewreschnig/gitlab-ci-mode.git,Elisp,GPL-3.0-only,54.30 KiB
spacemacs/extensions/gitlab-ci-mode-flycheck,gitlab-ci-mode-flycheck,git@gitlab.com:joewreschnig/gitlab-ci-mode-flycheck.git,Elisp,GPL-3.0-only,44.05 KiB
spacemacs/extensions/gkroam.el,gkroam.el,https://github.com/Kinneyzhang/gkroam.el,Elisp,GPL-3.0-only,8.59 MiB
spacemacs/extensions/graph.el,graph.el,https://github.com/storax/graph.el,Elisp,GPL-3.0-only,127.84 KiB
spacemacs/extensions/hierarchy,hierarchy,https://github.com/DamienCassou/hierarchy,Elisp,GPL-3.0-only,2.39 MiB
spacemacs/extensions/jenkinsfile-mode,jenkinsfile-mode,https://github.com/john2x/jenkinsfile-mode,Elisp,GPL-3.0-only,3.85 KiB
spacemacs/extensions/jq-mode,jq-mode,https://github.com/ljos/jq-mode,Elisp,GPL-3.0-only,53.25 KiB
spacemacs/extensions/keepass-mode,keepass-mode,https://github.com/ifosch/keepass-mode,Elisp,GPL-3.0-only,48.65 KiB
spacemacs/extensions/kubectl,kubectl,https://github.com/mullikine/kubectl,Elisp,MIT,16.60 KiB
spacemacs/extensions/lsp-clojure-el,lsp-clojure-el,git@github.com:mullikine/lsp-clojure-el.git,Elisp,MIT,3.59 KiB
spacemacs/extensions/lsp-kotlin-el,lsp-kotlin-el,git@github.com:mullikine/lsp-kotlin-el.git,Elisp,MIT,2.33 KiB
spacemacs/extensions/lsp-racket-el,lsp-racket-el,https://github.com/mullikine/lsp-racket-el,Elisp,MIT,3.19 KiB
spacemacs/extensions/lsp-solidity-el,lsp-solidity-el,git@github.com:mullikine/lsp-solidity-el.git,Elisp,MIT,3.05 KiB
spacemacs/extensions/matrix-client.el,matrix-client.el,https://github.com/alphapapa/matrix-client.el,Elisp,GPL-3.0-only,3.64 MiB
spacemacs/extensions/om.el,om.el,https://github.com/ndwarshuis/om.el,Elisp,GPL-3.0-only,586.06 KiB
spacemacs/extensions/org-roam,org-roam,https://github.com/jethrokuan/org-roam,Elisp,GPL-3.0-only,35.51 MiB
spacemacs/extensions/org-wiki,org-wiki,https://github.com/caiorss/org-wiki,Css,Unlicense,6.49 MiB
spacemacs/extensions/rsync-mode,rsync-mode,https://github.com/r-zip/rsync-mode,Elisp,GPL-3.0-only,44.28 KiB
spacemacs/extensions/s.el,s.el,https://github.com/magnars/s.el,Elisp,GPL-3.0-only,216.99 KiB
spacemacs/extensions/slack-search.el,slack-search.el,https://github.com/areina/slack-search.el,Elisp,GPL-2.0-only,21.95 KiB
spacemacs/extensions/straight.el,straight.el,https://github.com/raxod502/straight.el,Elisp,MIT,483.25 KiB
spacemacs/extensions/structured-haskell-mode,structured-haskell-mode,https://github.com/projectional-haskell/structured-haskell-mode,Elisp,BSD-3-Clause,1.76 MiB
spacemacs/extensions/subed,subed,https://github.com/rndusr/subed/,Elisp,GPL-3.0-only,435.73 KiB
spacemacs/extensions/svg-lib,svg-lib,https://github.com/rougier/svg-lib,Elisp,GPL-3.0-only,519.73 KiB
spacemacs/extensions/tshell,tshell,https://github.com/TatriX/tshell,Elisp,GPL-3.0-only,50.33 KiB
spacemacs/extensions/tui.el,tui.el,/home/shane/source/git/ebpa/tui.el,Elisp,GPL-3.0-only,285.39 KiB
spacemacs/extensions/unpackaged.el,unpackaged.el,https://github.com/alphapapa/unpackaged.el,Html,GPL-3.0-only,3.23 MiB
spacemacs/extensions/yasnippet-snippets,yasnippet-snippets,https://github.com/AndreaCrotti/yasnippet-snippets,Elisp,GPL-3.0-only,242.25 KiB
spacemacs/ilambda,ilambda,git@github.com:semiosis/ilambda.git,Elisp,GPL-3.0-only,225.73 MiB
spacemacs/interpreters,interpreters,git@github.com:semiosis/interpreters.git,Org,GPL-3.0-only,39.69 KiB
spacemacs/manual-packages/awk-ward.el,awk-ward.el,https://gitlab.com/mullikine/awk-ward.el,Elisp,MIT,10.16 KiB
spacemacs/manual-packages/awk-ward.el.bak,awk-ward.el,https://gitlab.com/kisaragi-hiu/awk-ward.el,Elisp,MIT,9.51 KiB
spacemacs/manual-packages/bannedit,bannedit,https://github.com/ksafford/bannedit,Elisp,GPL-3.0-only,4.84 MiB
spacemacs/manual-packages/bufler.el,bufler.el,https://github.com/alphapapa/bufler.el,Sh,GPL-3.0-only,428.29 KiB
spacemacs/manual-packages/calibre-query.el,calibre-query.el,https://github.com/whacked/calibre-query.el,Elisp,GPL-3.0-only,55.67 KiB
spacemacs/manual-packages/company-lsp,company-lsp,https://github.com/tigersoldier/company-lsp,Elisp,GPL-3.0-only,131.10 KiB
spacemacs/manual-packages/company-tabnine,company-tabnine,https://github.com/TommyX12/company-tabnine,Elisp,MIT,74.55 KiB
spacemacs/manual-packages/dash.el,dash.el,https://github.com/magnars/dash.el,Elisp,GPL-3.0-only,575.33 KiB
spacemacs/manual-packages/dogears.el,dogears.el,https://github.com/alphapapa/dogears.el,Sh,GPL-3.0-only,386.94 KiB
spacemacs/manual-packages/emacs-crossword,emacs-crossword,https://github.com/Boruch-Baum/emacs-crossword,Elisp,GPL-3.0-only,148.64 KiB
spacemacs/manual-packages/emacs-format-all-the-code,emacs-format-all-the-code,https://github.com/lassik/emacs-format-all-the-code,Elisp,MIT,57.80 KiB
spacemacs/manual-packages/emacs-piper,emacs-piper,https://gitlab.com/howardabrams/emacs-piper/,Elisp,GPL-3.0-only,12.46 MiB
spacemacs/manual-packages/emacs-tree-sitter,emacs-tree-sitter,https://github.com/ubolonton/emacs-tree-sitter,Css,MIT,894.50 KiB
spacemacs/manual-packages/emacs-yamlmod,emacs-yamlmod,https://github.com/perfectayush/emacs-yamlmod,Rust,MIT,8.12 KiB
spacemacs/manual-packages/ement.el,ement.el,https://github.com/alphapapa/ement.el,Elisp,GPL-3.0-only,956.94 KiB
spacemacs/manual-packages/eterm-256color,eterm-256color,https://github.com/dieggsy/eterm-256color,Elisp,GPL-3.0-only,53.46 KiB
spacemacs/manual-packages/evil,evil,https://github.com/emacs-evil/evil,Elisp,GPL-3.0-only,1.83 MiB
spacemacs/manual-packages/exec-path-from-shell,exec-path-from-shell,https://github.com/purcell/exec-path-from-shell,Elisp,GPL-3.0-only,48.19 KiB
spacemacs/manual-packages/flymake-racket,flymake-racket,https://github.com/jojojames/flymake-racket,Elisp,GPL-3.0-only,781.22 KiB
spacemacs/manual-packages/gitlab-ci-mode,gitlab-ci-mode,git@gitlab.com:joewreschnig/gitlab-ci-mode.git,Elisp,GPL-3.0-only,54.30 KiB
spacemacs/manual-packages/gitlab-ci-mode-flycheck,gitlab-ci-mode-flycheck,git@gitlab.com:joewreschnig/gitlab-ci-mode-flycheck.git,Elisp,GPL-3.0-only,44.05 KiB
spacemacs/manual-packages/gkroam.el,gkroam.el,https://github.com/Kinneyzhang/gkroam.el,Elisp,GPL-3.0-only,8.59 MiB
spacemacs/manual-packages/graph.el,graph.el,https://github.com/storax/graph.el,Elisp,GPL-3.0-only,127.84 KiB
spacemacs/manual-packages/hierarchy,hierarchy,https://github.com/DamienCassou/hierarchy,Elisp,GPL-3.0-only,2.39 MiB
spacemacs/manual-packages/jenkinsfile-mode,jenkinsfile-mode,https://github.com/john2x/jenkinsfile-mode,Elisp,GPL-3.0-only,3.85 KiB
spacemacs/manual-packages/jq-mode,jq-mode,https://github.com/ljos/jq-mode,Elisp,GPL-3.0-only,53.25 KiB
spacemacs/manual-packages/keepass-mode,keepass-mode,https://github.com/ifosch/keepass-mode,Elisp,GPL-3.0-only,48.65 KiB
spacemacs/manual-packages/kubectl,kubectl,https://github.com/mullikine/kubectl,Elisp,MIT,16.60 KiB
spacemacs/manual-packages/lsp-clojure-el,lsp-clojure-el,git@github.com:mullikine/lsp-clojure-el.git,Elisp,MIT,3.59 KiB
spacemacs/manual-packages/lsp-kotlin-el,lsp-kotlin-el,git@github.com:mullikine/lsp-kotlin-el.git,Elisp,MIT,2.33 KiB
spacemacs/manual-packages/lsp-racket-el,lsp-racket-el,https://github.com/mullikine/lsp-racket-el,Elisp,MIT,3.19 KiB
spacemacs/manual-packages/lsp-solidity-el,lsp-solidity-el,git@github.com:mullikine/lsp-solidity-el.git,Elisp,MIT,3.05 KiB
spacemacs/manual-packages/matrix-client.el,matrix-client.el,https://github.com/alphapapa/matrix-client.el,Elisp,GPL-3.0-only,3.64 MiB
spacemacs/manual-packages/om.el,om.el,https://github.com/ndwarshuis/om.el,Elisp,GPL-3.0-only,586.06 KiB
spacemacs/manual-packages/org-roam,org-roam,https://github.com/jethrokuan/org-roam,Elisp,GPL-3.0-only,35.51 MiB
spacemacs/manual-packages/org-wiki,org-wiki,https://github.com/caiorss/org-wiki,Css,Unlicense,6.49 MiB
spacemacs/manual-packages/rsync-mode,rsync-mode,https://github.com/r-zip/rsync-mode,Elisp,GPL-3.0-only,44.28 KiB
spacemacs/manual-packages/s.el,s.el,https://github.com/magnars/s.el,Elisp,GPL-3.0-only,216.99 KiB
spacemacs/manual-packages/slack-search.el,slack-search.el,https://github.com/areina/slack-search.el,Elisp,GPL-2.0-only,21.95 KiB
spacemacs/manual-packages/straight.el,straight.el,https://github.com/raxod502/straight.el,Elisp,MIT,483.25 KiB
spacemacs/manual-packages/structured-haskell-mode,structured-haskell-mode,https://github.com/projectional-haskell/structured-haskell-mode,Elisp,BSD-3-Clause,1.76 MiB
spacemacs/manual-packages/subed,subed,https://github.com/rndusr/subed/,Elisp,GPL-3.0-only,435.73 KiB
spacemacs/manual-packages/svg-lib,svg-lib,https://github.com/rougier/svg-lib,Elisp,GPL-3.0-only,519.73 KiB
spacemacs/manual-packages/tshell,tshell,https://github.com/TatriX/tshell,Elisp,GPL-3.0-only,50.33 KiB
spacemacs/manual-packages/tui.el,tui.el,/home/shane/source/git/ebpa/tui.el,Elisp,GPL-3.0-only,285.39 KiB
spacemacs/manual-packages/unpackaged.el,unpackaged.el,https://github.com/alphapapa/unpackaged.el,Html,GPL-3.0-only,3.23 MiB
spacemacs/manual-packages/yasnippet-snippets,yasnippet-snippets,https://github.com/AndreaCrotti/yasnippet-snippets,Elisp,GPL-3.0-only,242.25 KiB
spacemacs/metaverses,metaverses,git@github.com:mullikine/metaverses.git,Org,GPL-3.0-only,34.92 KiB
spacemacs/openai-api.el,openai-api.el,git@github.com:semiosis/openai-api.el.git,Elisp,GPL-2.0-only,4.86 MiB
spacemacs/pen-contrib.el,pen-contrib.el,https://github.com/semiosis/pen-contrib.el,Org,GPL-3.0-only,559.38 KiB
spacemacs/pen.el,pen.el,git@github.com:semiosis/pen.el.git,Elisp,GPL-3.0-only,12.61 MiB
spacemacs/personalities,personalities,git@github.com:semiosis/personalities.git,Org,GPL-3.0-only,37.16 KiB
spacemacs/prompts,prompts,git@github.com:semiosis/prompts.git,Org,GPL-3.0-only,353.97 KiB
spatialmodel/inmap,inmap,https://github.com/spatialmodel/inmap,Go,GPL-3.0-only,96.20 MiB
spiral/roadrunner,roadrunner,https://github.com/spiral/roadrunner,Go,MIT,296.80 KiB
spro/nalgene,nalgene,https://github.com/spro/nalgene,Python,MIT,24.11 KiB
squid-cache/squid,squid,https://github.com/squid-cache/squid,Cpp,GPL-2.0-only,18.96 MiB
ssb22/lexconvert,lexconvert,https://github.com/ssb22/lexconvert,Python,Apache-2.0,220.20 KiB
steckerhalter/helm-google,helm-google,https://framagit.org/steckerhalter/helm-google,Elisp,GPL-3.0-only,99.69 KiB
stefansundin/rssbox,rssbox,https://github.com/stefansundin/rssbox,Ruby,AGPL-3.0-only,413.81 KiB
stevegury/rust-by-example,rust-by-example,https://github.com/stevegury/rust-by-example,Rust,"Apache-2.0, MIT",170.66 KiB
storax/graph.el,graph.el,https://github.com/storax/graph.el,Elisp,GPL-3.0-only,127.84 KiB
streamr-dev/cli-tools,cli-tools,https://github.com/streamr-dev/cli-tools,JavaScript,AGPL-3.0-only,96.06 KiB
streamr-dev/streamr-test-utils,streamr-test-utils,https://github.com/streamr-dev/streamr-test-utils,TypeScript,Apache-2.0,269.71 KiB
stumpwm/stumpwm,stumpwm,https://github.com/stumpwm/stumpwm,Lisp,GPL-2.0-only,826.33 KiB
sublimelsp/LSP-yaml,LSP-yaml,https://github.com/sublimelsp/LSP-yaml,Python,MIT,16.41 KiB
svenstaro/genact,genact,https://github.com/svenstaro/genact,Rust,MIT,1.73 MiB
swadey/LispSyntax.jl,LispSyntax.jl,https://github.com/swadey/LispSyntax.jl,Julia,MIT,36.78 KiB
syakirharis25/python-3.8.0,python-3.8.0,https://github.com/syakirharis25/python-3.8.0,Python,GPL-3.0-only,70.98 KiB
syncthing/syncthing,syncthing,https://github.com/syncthing/syncthing,Go,MPL-2.0,10.53 MiB
t0thkr1s/wayback,wayback,https://github.com/t0thkr1s/wayback,Python,GPL-3.0-only,41.94 KiB
tahoe-lafs/tahoe-lafs,tahoe-lafs,https://github.com/tahoe-lafs/tahoe-lafs,Python,GPL-2.0-only,6.84 MiB
tartley/pyls,pyls,https://github.com/tartley/pyls,Python,BSD-3-Clause,29.38 KiB
taywee/args,args,https://github.com/taywee/args,Cpp,MIT,776.69 KiB
tekakutli/yemaka,yemaka,https://github.com/tekakutli/yemaka,Html,CC-BY-SA-4.0,31.40 KiB
ternjs/tern,tern,https://github.com/ternjs/tern,JavaScript,MIT,1.29 MiB
terraform-linters/tflint,tflint,https://github.com/terraform-linters/tflint,Go,MPL-2.0,7.32 MiB
tesujimath/emacs.d.annex,emacs.d.annex,https://github.com/tesujimath/emacs.d.annex,Elisp,BSD-2-Clause,9.93 KiB
tesujimath/nixos-xmonad-desktop,nixos-xmonad-desktop,https://github.com/tesujimath/nixos-xmonad-desktop,Haskell,GPL-3.0-only,42.18 KiB
tesujimath/org-wc,org-wc,https://github.com/tesujimath/org-wc,Elisp,GPL-3.0-only,46.02 KiB
tesujimath/purescript-routing,purescript-routing,https://github.com/tesujimath/purescript-routing,PureScript,Apache-2.0,52.58 KiB
tfausak/thran,thran,https://github.com/tfausak/thran,PureScript,MIT,52.98 KiB
tgraf/bmon,bmon,https://github.com/tgraf/bmon,C,"BSD-2-Clause, MIT",279.45 KiB
theHamsta/tree-sitter-commonlisp,tree-sitter-commonlisp,https://github.com/theHamsta/tree-sitter-commonlisp,C,MIT,5.85 MiB
theophilusx/tui,tui,https://github.com/theophilusx/tui,Clojure,EPL-1.0,31.80 KiB
theryangeary/choose,choose,https://github.com/theryangeary/choose,Rust,GPL-3.0-only,91.98 KiB
thheller/shadow-cljs,shadow-cljs,https://github.com/thheller/shadow-cljs,Clojure,EPL-1.0,2.11 MiB
tholian-network/stealth,stealth,https://github.com/tholian-network/stealth,JavaScript,GPL-3.0-only,7.12 MiB
thorinii/hsraytrace,hsraytrace,https://github.com/thorinii/hsraytrace,Haskell,BSD-3-Clause,21.79 KiB
thrasher-/gocryptotrader,gocryptotrader,https://github.com/thrasher-/gocryptotrader,Go,MIT,7.22 MiB
threedaymonk/htmlbeautifier,htmlbeautifier,https://github.com/threedaymonk/htmlbeautifier,Ruby,MIT,40.62 KiB
thunlp/OpenPrompt,OpenPrompt,https://github.com/thunlp/OpenPrompt,Python,Apache-2.0,969.94 KiB
tieto/pidgin,pidgin,https://github.com/tieto/pidgin,C,GPL-2.0-only,49.19 MiB
tirthajyoti/Spark-with-Python,Spark-with-Python,https://github.com/tirthajyoti/Spark-with-Python,Jupyter,MIT,12.02 MiB
tj/git-extras,git-extras,https://github.com/tj/git-extras,Html,MIT,809.30 KiB
tjhorner/JackboxGPT3,JackboxGPT3,https://github.com/tjhorner/JackboxGPT3,CSharp,MIT,123.23 KiB
tldr-pages/tldr,tldr,https://github.com/tldr-pages/tldr,Python,MIT,3.55 MiB
tmux-python/tmuxp,tmuxp,https://github.com/tmux-python/tmuxp,Python,MIT,1.98 MiB
tobeno/gitlab-crawler,gitlab-crawler,https://github.com/tobeno/gitlab-crawler,Php,MIT,157.11 KiB
tom-doerr/readme-coder,readme-coder,https://github.com/tom-doerr/readme-coder,Python,MIT,15.37 KiB
tom-doerr/vim_codex,vim_codex,https://github.com/tom-doerr/vim_codex,Python,MIT,6.18 MiB
tomsilver/pddlgym,pddlgym,https://github.com/tomsilver/pddlgym,Python,MIT,39.65 MiB
tomtom-international/cpp-dependencies,cpp-dependencies,https://github.com/tomtom-international/cpp-dependencies,Cpp,Apache-2.0,204.56 KiB
tonini/overseer.el,overseer.el,https://github.com/tonini/overseer.el,Elisp,GPL-3.0-only,50.98 KiB
tonsky/datascript,datascript,https://github.com/tonsky/datascript,Clojure,EPL-1.0,595.07 KiB
tourn/screeps-haskell,screeps-haskell,https://github.com/tourn/screeps-haskell,Haskell,MIT,15.12 KiB
trapd00r/LS_COLORS,LS_COLORS,https://github.com/trapd00r/LS_COLORS,Bash,Artistic-1.0-Perl,249.31 KiB
tree-sitter/tree-sitter,tree-sitter,https://github.com/tree-sitter/tree-sitter,Rust,MIT,8.54 MiB
tree-sitter/tree-sitter-ocaml,tree-sitter-ocaml,https://github.com/tree-sitter/tree-sitter-ocaml,C,MIT,28.38 MiB
trevorstephens/titanic,titanic,https://github.com/trevorstephens/titanic,R,MIT,38.99 KiB
tridactyl/tridactyl,tridactyl,https://github.com/tridactyl/tridactyl,TypeScript,Apache-2.0,13.73 MiB
tridactyl/vim-tridactyl,vim-tridactyl,https://github.com/tridactyl/vim-tridactyl,VimScript,Apache-2.0,16.93 KiB
trizen/youtube-viewer,youtube-viewer,https://github.com/trizen/youtube-viewer,Perl,Artistic-2.0,1.12 MiB
troyp/ls.el,ls.el,https://github.com/troyp/ls.el,Elisp,GPL-3.0-only,53.04 KiB
tsl0922/ttyd,ttyd,https://github.com/tsl0922/ttyd,C,MIT,1.20 MiB
tsoding/HyperNerd,HyperNerd,https://github.com/tsoding/HyperNerd,Haskell,MIT,147.58 KiB
tsoding/haskell-json,haskell-json,https://github.com/tsoding/haskell-json,Haskell,MIT,19.47 KiB
tsoding/haskell-music,haskell-music,https://github.com/tsoding/haskell-music,Haskell,MIT,7.87 KiB
tsoding/rcui,rcui,https://github.com/tsoding/rcui,Rust,MIT,12.58 KiB
tsoding/snitch,snitch,https://github.com/tsoding/snitch,Go,MIT,43.05 KiB
tulir/gomuks,gomuks,https://github.com/tulir/gomuks,Go,AGPL-3.0-only,608.73 KiB
turtlesoupy/this-word-does-not-exist,this-word-does-not-exist,https://github.com/turtlesoupy/this-word-does-not-exist,Python,MIT,18.55 MiB
tweag/terraform-nixos,terraform-nixos,https://github.com/tweag/terraform-nixos,Sh,Apache-2.0,73.05 KiB
tweag/terraform-provider-nixos,terraform-provider-nixos,https://github.com/tweag/terraform-provider-nixos,Go,MPL-2.0,7.14 MiB
txn2/kubefwd,kubefwd,https://github.com/txn2/kubefwd,Go,Apache-2.0,651.12 KiB
uber-research/PPLM,PPLM,https://github.com/uber-research/PPLM,Python,Apache-2.0,1.35 MiB
uber/piranha,piranha,https://github.com/uber/piranha,Java,Apache-2.0,1.05 MiB
uber/queryparser,queryparser,https://github.com/uber/queryparser,Haskell,MIT,1.60 MiB
ubolonton/emacs-tree-sitter,emacs-tree-sitter,https://github.com/ubolonton/emacs-tree-sitter,Css,MIT,894.50 KiB
ubolonton/emacs-tree-sitter/langs,tree-sitter-langs,https://github.com/ubolonton/tree-sitter-langs,Elisp,MIT,162.93 KiB
ubuntu-core/snapcraft-examples,snapcraft-examples,https://github.com/ubuntu-core/snapcraft-examples,Cpp,GPL-3.0-only,43.64 KiB
ucsd-progsys/liquidhaskell,liquidhaskell,https://github.com/ucsd-progsys/liquidhaskell,Haskell,BSD-3-Clause,27.85 MiB
ucsd-progsys/liquidhaskell/liquid-fixpoint,liquid-fixpoint,https://github.com/ucsd-progsys/liquid-fixpoint.git,Haskell,BSD-3-Clause,1.04 MiB
ufoscout/docker-compose-wait,docker-compose-wait,https://github.com/ufoscout/docker-compose-wait,Rust,Apache-2.0,37.25 KiB
ugurbolat/org-toggl,org-toggl,https://github.com/ugurbolat/org-toggl,Elisp,GPL-3.0-only,44.91 KiB
ultralytics/yolov5,yolov5,https://github.com/ultralytics/yolov5,Python,GPL-3.0-only,1.36 MiB
uncomplicate/deep-diamond,deep-diamond,https://github.com/uncomplicate/deep-diamond,Clojure,EPL-1.0,498.06 KiB
universal-ctags/ctags,ctags,https://github.com/universal-ctags/ctags,C,GPL-2.0-only,8.86 MiB
urwid/urwid,urwid,https://github.com/urwid/urwid,Python,LGPL-2.1-only,1.47 MiB
uswitch/ej,ej,https://github.com/uswitch/ej,Haskell,BSD-2-Clause,11.35 KiB
uwu-tech/kind,kind,https://github.com/uwu-tech/kind,JavaScript,MIT,10.18 MiB
vaporup/ssh-tools,ssh-tools,https://github.com/vaporup/ssh-tools,Bash,GPL-3.0-only,959.69 KiB
varbhat/torpar,torpar,https://github.com/varbhat/torpar,Go,GPL-3.0-only,59.56 KiB
veggiemonk/awesome-docker,awesome-docker,https://github.com/veggiemonk/awesome-docker,Html,Apache-2.0,124.66 KiB
vibhavp/emacs-xkcd,emacs-xkcd,https://github.com/vibhavp/emacs-xkcd,Elisp,GPL-3.0-only,282.95 KiB
victoresque/pytorch-template,pytorch-template,https://github.com/victoresque/pytorch-template,Python,MIT,46.45 KiB
vifm/vifm,vifm,https://github.com/vifm/vifm,C,GPL-2.0-only,8.18 MiB
vim/vim,vim,https://github.com/vim/vim,C,Vim,53.62 MiB
vinayak-mehta/present,present,https://github.com/vinayak-mehta/present,Python,Apache-2.0,2.97 MiB
vishnuroshan/dict-cli-tool,dict-cli-tool,https://github.com/vishnuroshan/dict-cli-tool,Html,MIT,1.07 MiB
visidata,visidata,https://github.com/saulpw/visidata,Python,GPL-3.0-only,2.18 MiB
vkitchen/cocomel,cocomel,https://github.com/vkitchen/cocomel,Cpp,MIT,33.38 KiB
vkitchen/talks,talks,https://github.com/vkitchen/talks,JavaScript,MIT,63.07 MiB
volrath/treepy.el,treepy.el,https://github.com/volrath/treepy.el,Elisp,GPL-3.0-only,184.00 KiB
voluntarily/vly2,vly2,https://github.com/voluntarily/vly2,JavaScript,MPL-2.0,44.07 MiB
vseloved/cl-nlp,cl-nlp,https://github.com/vseloved/cl-nlp,Xml,Apache-2.0,52.86 MiB
vsetka/deepl-translator-cli,deepl-translator-cli,https://github.com/vsetka/deepl-translator-cli,JavaScript,MIT,11.68 KiB
vvvvalvalval/datalog-rules,datalog-rules,https://github.com/vvvvalvalval/datalog-rules,Clojure,MIT,18.78 KiB
vvvvalvalval/scope-capture,scope-capture,https://github.com/vvvvalvalval/scope-capture,Clojure,MIT,86.40 KiB
wader/fq,fq,https://github.com/wader/fq,Go,MIT,5.92 MiB
wagoodman/dive,dive,https://github.com/wagoodman/dive,Go,MIT,3.77 MiB
waigani/diffparser,diffparser,https://github.com/waigani/diffparser,Go,MIT,14.34 KiB
weavejester/ataraxy,ataraxy,https://github.com/weavejester/ataraxy,Clojure,EPL-1.0,58.41 KiB
weavejester/cljfmt,cljfmt,https://github.com/weavejester/cljfmt,Clojure,EPL-1.0,284.87 KiB
weavejester/integrant,integrant,https://github.com/weavejester/integrant,Markdown,MIT,57.90 KiB
webyrd/Barliman,Barliman,https://github.com/webyrd/Barliman,Swift,MIT,42.42 MiB
webyrd/faster-miniKanren,faster-miniKanren,https://github.com/webyrd/faster-miniKanren,Racket,MIT,147.51 KiB
webyrd/mediKanren,mediKanren,https://github.com/webyrd/mediKanren,Racket,MIT,53.70 MiB
webyrd/n-grams-for-synthesis,n-grams-for-synthesis,https://github.com/webyrd/n-grams-for-synthesis,Tex,MIT,9.92 MiB
webyrd/scheme-primer,scheme-primer,https://github.com/webyrd/scheme-primer,Racket,MIT,266.03 KiB
wee-slack/wee-slack,wee-slack,https://github.com/wee-slack/wee-slack,Python,MIT,1.26 MiB
weechat/weechat,weechat,https://github.com/weechat/weechat,C,GPL-3.0-only,24.00 MiB
well-typed/full-text-search,full-text-search,https://github.com/well-typed/full-text-search,Haskell,BSD-3-Clause,131.30 KiB
welltime/phpagi,phpagi,https://github.com/welltime/phpagi,Php,LGPL-2.1-only,140.25 KiB
whacked/calibre-query.el,calibre-query.el,https://github.com/whacked/calibre-query.el,Elisp,GPL-3.0-only,55.67 KiB
wilfred/difftastic,difftastic,https://github.com/wilfred/difftastic,Rust,MIT,191.79 KiB
will8211/unimatrix,unimatrix,https://github.com/will8211/unimatrix,Python,GPL-3.0-only,4.43 MiB
willghatch/racket-rash,racket-rash,https://github.com/willghatch/racket-rash,Racket,GPL-3.0-only,432.73 KiB
williamleif/socialsent,socialsent,https://github.com/williamleif/socialsent,Python,Apache-2.0,7.23 MiB
williamyaoh/haskell-web-stack,haskell-web-stack,https://gitlab.com/williamyaoh/haskell-web-stack,Haskell,WTFPL,350.08 KiB
willmcgugan/rich,rich,https://github.com/willmcgugan/rich,Python,MIT,15.09 MiB
willmcgugan/textual,textual,https://github.com/willmcgugan/textual,Python,MIT,363.73 KiB
wilson1yan/VideoGPT,VideoGPT,https://github.com/wilson1yan/VideoGPT,Python,MIT,412.24 KiB
wingedrhino/dcdbs,dcdbs,https://github.com/wingedrhino/dcdbs,Sh,Unlicense,10.66 KiB
woodrush/py2hy,py2hy,https://github.com/woodrush/py2hy,Python,LGPL-3.0-only,95.42 KiB
wouterbeek/prolog_graphviz,prolog_graphviz,https://github.com/wouterbeek/prolog_graphviz,Perl,MIT,71.82 KiB
